EDTA,1192,Membranous nephropathy - malignancy associated
EDTA,1349,Mesangial proliferative glomerulonephritis 
EDTA,1222,Mesangiocapillary glomerulonephritis type 1
EDTA,1233,Mesangiocapillary glomerulonephritis type 2 (dense deposit disease)
EDTA,1246,Mesangiocapillary glomerulonephritis type 3
EDTA,3501,Mesoblastic nephroma - histologically proven
EDTA,1429,Microscopic polyangiitis - histologically proven
EDTA,1100,Minimal change nephropathy - histologically proven
EDTA,1090,Minimal change nephropathy - no histology
EDTA,3367,Mitochondrial cytopathy
EDTA,1639,Multicystic dysplastic kidneys
EDTA,2584,Myeloma cast nephropathy - histologically proven
EDTA,2578,Myeloma kidney - no histology
EDTA,3253,Nail-patella syndrome
EDTA,3044,Nephrogenic diabetes insipidus
EDTA,2836,Nephronophthisis
EDTA,2843,Nephronophthisis - type 1 (juvenile type)
EDTA,2858,Nephronophthisis - type 2 (infantile type)
EDTA,2862,Nephronophthisis - type 3 (adolescent type)
EDTA,2870,Nephronophthisis - type 4 (juvenile type)
EDTA,2889,Nephronophthisis - type 5
EDTA,2891,Nephronophthisis - type 6
EDTA,2098,Nephropathy due to aminoglycosides - histologically proven
EDTA,2080,Nephropathy due to aminoglycosides - no histology
EDTA,2112,Nephropathy due to amphotericin - histologically proven
EDTA,2108,Nephropathy due to amphotericin - no histology
EDTA,2033,Nephropathy due to analgesic drugs - histologically proven
EDTA,2022,Nephropathy due to analgesic drugs - no histology
EDTA,2051,Nephropathy due to ciclosporin - histologically proven
EDTA,2046,Nephropathy due to ciclosporin - no histology
EDTA,2131,Nephropathy due to cisplatin - histologically proven
EDTA,2120,Nephropathy due to cisplatin - no histology
EDTA,2154,Nephropathy due to lithium - histologically proven
EDTA,2149,Nephropathy due to lithium - no histology
EDTA,2681,Nephropathy due to eclampsia
EDTA,3834,Nephropathy due to pre- eclampsia
EDTA,2079,Nephropathy due to tacrolimus - histologically proven
EDTA,2067,Nephropathy due to tacrolimus - no histology
EDTA,2288,Nephropathy related to HIV - histologically proven
EDTA,2274,Nephropathy related to HIV - no histology
EDTA,3615,Nephrotic syndrome of childhood - no trial of steroids - no histology
EDTA,3604,Nephrotic syndrome of childhood - steroid resistant - no histology
EDTA,1019,Nephrotic syndrome of childhood - steroid sensitive - no histology
EDTA,1799,Obstructive nephropathy due to bladder cancer
EDTA,1809,Obstructive nephropathy due to other malignancies
EDTA,1781,Obstructive nephropathy due to prostate cancer
EDTA,1775,Obstructive nephropathy due to prostatic hypertrophy
EDTA,1734,Oligomeganephronia
EDTA,2300,Other specific infection
EDTA,3063,Phosphoribosyl pyrophosphate synthetase (PRPPS) superactivity
EDTA,1455,Polyarteritis nodosa
EDTA,1687,Posterior urethral valves
EDTA,2901,Primary Fanconi syndrome
EDTA,1267,Primary focal segmental glomerulosclerosis (FSGS)
EDTA,3194,Primary hyperoxaluria
EDTA,3207,Primary hyperoxaluria type I
EDTA,3211,Primary hyperoxaluria type II
EDTA,3731,Primary hyperoxaluria type III
EDTA,1602,Primary reflux nephropathy - sporadic
EDTA,3000,Primary renal tubular acidosis (RTA)
EDTA,3016,Proximal renal tubular acidosis (RTA) - type II
EDTA,3141,Pseudohypoaldosteronism type 1
EDTA,3156,Pseudohypoaldosteronism type 2 (Gordon syndrome)
EDTA,2219,Radiation nephritis
EDTA,2226,Renal / perinephric abscess
EDTA,2509,Renal amyloidosis
EDTA,2469,Renal arterial thrombosis / occlusion
EDTA,2424,Renal artery stenosis
EDTA,3474,Renal cell carcinoma - histologically proven
EDTA,3658,Renal coloboma syndrome
EDTA,3627,Renal cysts and diabetes syndrome
EDTA,1641,Renal dysplasia due to fetal ACE-inhibitor exposure
EDTA,3691,Renal failure
EDTA,1747,Renal papillary necrosis
EDTA,3796,Renal papillary necrosis caused by analgesics
EDTA,3783,Renal papillary necrosis caused by diabetes
EDTA,3806,Renal papillary necrosis caused by sickle cell
EDTA,1976,Renal sarcoidosis - histologically proven
EDTA,1969,Renal sarcoidosis - no histology
EDTA,1536,Renal scleroderma / systemic sclerosis - histologically proven
EDTA,1527,Renal scleroderma / systemic sclerosis - no histology
EDTA,2235,Renal tuberculosis
EDTA,2476,Renal vein thrombosis
EDTA,3689,Retroperitoneal fibrosis secondary to drugs
EDTA,1821,Retroperitoneal fibrosis secondary to malignancies
EDTA,3670,Retroperitoneal fibrosis secondary to peri-aortitis
EDTA,3269,Rubinstein-Taybi syndrome
EDTA,2290,Schistosomiasis
EDTA,2702,Sickle cell nephropathy - histologically proven
EDTA,2699,Sickle cell nephropathy - no histology
EDTA,3517,Single kidney identified in adulthood
EDTA,1694,Syndrome of agenesis of abdominal muscles - prune belly syndrome
EDTA,1493,Systemic lupus erythematosus / nephritis - histologically proven
EDTA,1486,Systemic lupus erythematosus / nephritis - no histology
EDTA,1383,Systemic vasculitis - ANCA negative - histologically proven
EDTA,3847,Systemic vasculitis - ANCA negative - no histology
EDTA,3852,Systemic vasculitis - ANCA positive - histologically proven
EDTA,1396,Systemic vasculitis - ANCA positive - no histology
EDTA,2787,Thin basement membrane disease
EDTA,2634,Thrombotic thrombocytopenic purpura (TTP)
EDTA,3346,Townes-Brocks syndrome
EDTA,3488,Transitional cell carcinoma - histologically proven
EDTA,3276,Tuberous sclerosis
EDTA,2917,Tubular disorder as part of inherited metabolic diseases
EDTA,1897,Tubulointerstitial nephritis - histologically proven
EDTA,1884,Tubulointerstitial nephritis - no histology
EDTA,1930,Tubulointerstitial nephritis associated with autoimmune disease - histologically proven
EDTA,1924,Tubulointerstitial nephritis associated with autoimmune disease - no histology
EDTA,1953,Tubulointerstitial nephritis with uveitis (TINU) - histologically proven
EDTA,1948,Tubulointerstitial nephritis with uveitis (TINU) - no histology
EDTA,1878,Uric acid urolithiasis
EDTA,2827,Uromodulin-associated nephropathy (familial juvenile hyperuricaemic nephropathy)
EDTA,3282,Von Hippel-Lindau disease
EDTA,3333,Williams syndrome
EDTA,3490,Wilms tumour - histologically proven
EDTA,3248,Xanthinuria
EDTA,2261,Xanthogranulomatous pyelonephritis
